company;class;symbol;economatica_classification;metric_name;31/03/2016;30/06/2016;30/09/2016;31/12/2016;31/03/2017;30/06/2017;30/09/2017;31/12/2017;31/03/2018;30/06/2018;30/09/2018;31/12/2018;31/03/2019;30/06/2019;30/09/2019;31/12/2019;31/03/2020;30/06/2020;30/09/2020
MRV;ON;MRVE3;real_state;financial_revenue;67247;135324;206913;276282;76407;155848;218288;283030;64796;119533;183879;239537;36662;96548;149046;195363;40463;74109;110655
MRV;ON;MRVE3;real_state;short_term_loans;1188476;1192836;1104765;937050;1023447;782092;597719;841824;852546;721987;741600;415527;423133;438987;675914;671611;751365;914004;634392
MRV;ON;MRVE3;real_state;long_term_loans;1112903;927139;1000596;1376590;2254970;2207072;2892665;2630521;2512397;2399830;2545983;2447491;2528369;2597812;2284175;2530547;3349614;3926195;4243906
Multiplan;ON;MULT3;other;net_revenue;273944;538972;804260;1109950;273779;552243;838460;1156379;287012;588270;887229;1229142;302338;621695;944738;1305587;320674;574723;785466
Multiplan;ON;MULT3;other;cogs;63823;128852;198247;261064;66040;129694;200694;273321;66340;140114;211141;278949;75370;153491;232024;272175;71231;137448;208357
Multiplan;ON;MULT3;other;investment;5379105;5406762;5506549;6178102;6299509;6329868;6390804;6444021;6454152;6475161;6474454;6500617;6542900;6913959;6957562;7125035;7784722;7568933;7561010
Multiplan;ON;MULT3;other;ebitda;786632;796248;798916;810798;799353;816370;813127;818053;863459;908085;954054;939182;937401;894822;903001;925006;1038857;1006218;1473478
Multiplan;ON;MULT3;other;net_cash_flow;126163;48857;55227;482671;111497;87539;89695;45103;100068;79070;164983;134578;197758;239347;136083;67397;1563;187035;819868
Multiplan;ON;MULT3;other;operational_expenses;51844;97209;148217;194644;67136;116663;198067;247377;39481;62874;117460;213699;49931;132966;200949;328889;35232;30689;472609
Multiplan;ON;MULT3;other;financial_expenses;69025;138390;211276;290515;87043;170156;245114;299080;49906;107203;166986;222354;55658;111834;171002;216153;41946;81078;118392
Multiplan;ON;MULT3;other;financial_revenue;20444;43617;63702;78588;29812;57896;85067;102023;19811;38147;59946;80741;21469;38144;55759;70639;18804;33993;51107
Multiplan;ON;MULT3;other;short_term_loans;196314;170292;194214;380778;404829;378119;283290;265777;266519;231672;181321;396588;422969;401613;407135;500163;525747;519230;471454
Multiplan;ON;MULT3;other;long_term_loans;1994258;2014450;2329306;2501511;2486008;2474044;2602877;2467936;2460283;2750432;2702204;2417144;2394097;2719816;2696273;2603274;2821128;3008168;3060055
Mundial;ON;MNDL3;steel_industry;net_revenue;97798;198964;310271;421202;103650;202251;318833;437123;107710;221208;337793;469949;109779;223902;349805;485894;100386;197807;350355
Mundial;ON;MNDL3;steel_industry;cogs;67238;135281;209025;283811;69337;135314;211546;286378;67381;143156;219608;309322;71844;149409;233248;322361;67113;137679;234459
Mundial;ON;MNDL3;steel_industry;investment;63710;63730;63790;63790;63850;63790;63810;63770;63770;63509;63509;64093;64803;63953;63953;64033;63933;64093;64053
Mundial;ON;MNDL3;steel_industry;ebitda;22340;25874;68346;61042;69995;72235;35504;41954;51125;63936;71135;69424;69272;63033;58662;68754;56540;46738;56029
Mundial;ON;MNDL3;steel_industry;net_cash_flow;13183;4898;10909;8778;17894;11624;12868;18951;7768;11117;18841;22117;7529;3317;3204;18643;18165;50094;12097
Mundial;ON;MNDL3;steel_industry;operational_expenses;29813;60268;53470;89915;24659;52333;85022;122328;21488;41429;66688;104655;19257;45828;75802;108170;26550;51340;86915
Mundial;ON;MNDL3;steel_industry;financial_expenses;33133;63572;92752;101259;22867;46124;64060;169138;19589;37725;56766;81387;20632;36008;56195;80689;10988;28545;42820
Mundial;ON;MNDL3;steel_industry;financial_revenue;2450;5083;8188;11692;3131;5344;7581;9775;1856;3255;4766;29842;1469;2883;4377;12195;5447;6485;9405
Mundial;ON;MNDL3;steel_industry;short_term_loans;121665;115621;128275;119641;102242;113643;120993;139668;134467;147403;166164;186770;180572;178378;182680;196955;181686;132781;143150
Mundial;ON;MNDL3;steel_industry;long_term_loans;5886;5334;4289;3716;2715;2842;2159;6113;3699;2109;2305;4429;3824;3639;2002;6550;5068;4415;6441
Neoenergia;ON;NEOE3;electrical_energy;net_revenue;3387454;7195521;10793640;14834231;3738675;8055322;13902224;20508070;5549798;11970647;19154192;25953659;7103883;13829748;21007531;28461313;6920000;13522000;21502000
Neoenergia;ON;NEOE3;electrical_energy;cogs;2511873;5449836;8323816;11545240;2833255;6235152;11298280;16889682;4460073;9667034;15498513;20877786;5646504;10847013;16383730;22087328;5256000;10486000;16484000
Neoenergia;ON;NEOE3;electrical_energy;investment;2127991;2241895;2294269;2498060;2622803;2682211;2285065;2252440;2345036;2433912;2438589;2418124;2444203;2476455;2514110;2501235;2498000;2507000;2494000
Neoenergia;ON;NEOE3;electrical_energy;ebitda;2421859;2578584;2774642;2700503;2513925;2332031;2844815;3003822;3152179;4077770;4349058;4397944;4979960;4854412;5012698;5572125;5760541;5504085;5763598
Neoenergia;ON;NEOE3;electrical_energy;net_cash_flow;888799;491322;452712;455764;107666;519936;550031;1648034;786926;862293;411166;2811030;549093;388829;1206136;781100;160000;1057000;1956000
Neoenergia;ON;NEOE3;electrical_energy;operational_expenses;312844;675899;1077295;1431566;335235;724544;1145160;1494603;371155;781687;1152967;1805987;465458;1001183;1504411;2100804;519000;1185000;1811000
Neoenergia;ON;NEOE3;electrical_energy;financial_expenses;1654774;3431215;4074839;5463402;887246;1658344;2600443;4186349;1166313;3155705;5531802;7292683;1350040;2386982;3827841;5393095;461000;773000;1171000
Neoenergia;ON;NEOE3;electrical_energy;financial_revenue;1382558;2826100;3150299;4166788;561447;1001849;1585865;2792085;875856;2588573;4699267;6123717;1058171;1724340;2854980;4052303;147000;290000;491000
Neoenergia;ON;NEOE3;electrical_energy;short_term_loans;2948648;2640756;3020562;3832505;4175336;4637577;5819911;6125755;5496922;4925913;4336016;2826048;3434714;2153587;3337843;3705492;5783000;6261000;5039000
Neoenergia;ON;NEOE3;electrical_energy;long_term_loans;7652350;8116802;7744032;8128416;8203506;8825740;12285920;12188483;13141674;15727867;18289655;18230044;17580127;19104006;19599816;18958246;20436000;20935000;21601000
Neogrid;ON;NGRD3;software_and_data;net_revenue;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207099;50648;100998;154525
Neogrid;ON;NGRD3;software_and_data;cogs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61956;15502;34513;52859
Neogrid;ON;NGRD3;software_and_data;investment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Neogrid;ON;NGRD3;software_and_data;ebitda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44929;0;0;0
Neogrid;ON;NGRD3;software_and_data;net_cash_flow;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15494;15824;7130
Neogrid;ON;NGRD3;software_and_data;operational_expenses;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116367;26914;52800;78891
Neogrid;ON;NGRD3;software_and_data;financial_expenses;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16869;3877;6767;9544
Neogrid;ON;NGRD3;software_and_data;financial_revenue;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1755;293;661;949
Neogrid;ON;NGRD3;software_and_data;short_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24044;29919;23015;30341
Neogrid;ON;NGRD3;software_and_data;long_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101980;94689;96814;87378
Nordon Met;ON;NORD3;industry_machines;net_revenue;0;0;0;0;147;308;430;566;123;380;643;921;257;571;964;1358;447;817;1208
Nordon Met;ON;NORD3;industry_machines;cogs;0;0;0;0;0;29;40;52;0;35;59;85;0;53;89;126;0;76;112
Nordon Met;ON;NORD3;industry_machines;investment;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52
Nordon Met;ON;NORD3;industry_machines;ebitda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nordon Met;ON;NORD3;industry_machines;net_cash_flow;82;133;34;4;5;5;0;2;1;4;2;20;3;24;35;36;130;34;31
Nordon Met;ON;NORD3;industry_machines;operational_expenses;474;1987;4020;2432;675;131;442;1015;192;1319;1915;2430;403;1004;1499;1769;420;996;1554
Nordon Met;ON;NORD3;industry_machines;financial_expenses;952;0;0;0;843;0;2474;0;143;0;556;0;227;0;638;0;73;0;139
Nordon Met;ON;NORD3;industry_machines;financial_revenue;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nordon Met;ON;NORD3;industry_machines;short_term_loans;29147;29147;29147;29147;29147;29147;29147;29147;29147;29147;29147;29147;29147;29147;29147;29147;29147;29147;29147
Nordon Met;ON;NORD3;industry_machines;long_term_loans;0;0;0;8133;8133;8133;8133;8133;8133;8133;8133;8133;8133;8133;8133;8133;8133;8133;8133
Nortcquimica;ON;NRTQ3;chemistry;net_revenue;36367;76588;107975;137456;32172;64343;100186;143607;45508;94622;150724;188515;37914;79334;122123;171502;52519;111328;157810
Nortcquimica;ON;NRTQ3;chemistry;cogs;22450;49112;74270;99754;23791;48227;75705;105711;30221;63902;100304;127925;29255;58815;89471;125269;37987;80283;109365
Nortcquimica;ON;NRTQ3;chemistry;investment;79;79;79;79;79;79;199;114;121;121;121;132;132;12;12;0;0;0;0
Nortcquimica;ON;NRTQ3;chemistry;ebitda;38510;34624;30250;24590;18580;11854;14342;23861;30071;36913;47424;42093;35465;31812;22873;28071;33516;38322;43617
Nortcquimica;ON;NRTQ3;chemistry;net_cash_flow;8142;8650;1897;1169;3307;4402;1567;1596;5737;420;763;6001;1471;3130;2098;2747;859;1253;11146
Nortcquimica;ON;NRTQ3;chemistry;operational_expenses;3532;7006;10657;15182;4097;8823;12543;17417;5221;10910;15478;22425;5333;11099;16898;22316;6129;12068;18232
Nortcquimica;ON;NRTQ3;chemistry;financial_expenses;378;1189;1262;1973;384;1006;1237;1942;905;4181;5775;5709;817;1186;2365;2383;4401;5328;6083
Nortcquimica;ON;NRTQ3;chemistry;financial_revenue;513;886;2245;2656;616;913;1221;1356;278;509;869;1017;161;316;441;679;92;176;222
Nortcquimica;ON;NRTQ3;chemistry;short_term_loans;0;0;0;0;0;0;4757;0;0;0;0;0;0;0;0;0;0;0;0
Nortcquimica;ON;NRTQ3;chemistry;long_term_loans;0;0;0;0;0;0;17427;0;0;0;0;0;0;0;0;7051;7163;7163;7163
Nutriplant;ON;NUTR3;chemistry;net_revenue;7671;13929;23080;30362;6483;15761;27376;37102;10008;24156;39485;51031;10067;27090;46700;63422;15278;30738;52677
Nutriplant;ON;NUTR3;chemistry;cogs;5575;10730;17336;22708;4811;12395;21119;28209;8062;20431;32817;41744;8139;23275;39716;52372;12312;24161;41555
Nutriplant;ON;NUTR3;chemistry;investment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;20;20
Nutriplant;ON;NUTR3;chemistry;ebitda;540;4173;3642;2955;4341;967;614;1408;2701;2736;2924;3542;3584;4450;4534;1385;1508;2507;3689
Nutriplant;ON;NUTR3;chemistry;net_cash_flow;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nutriplant;ON;NUTR3;chemistry;operational_expenses;1555;6086;8123;11320;2414;4248;6269;8159;1473;3242;5109;6346;1387;2373;4360;10172;2258;4004;6183
Nutriplant;ON;NUTR3;chemistry;financial_expenses;8950;12629;14525;19705;2908;6395;13282;19575;2087;5711;8694;10570;2962;4478;8374;12905;861;1672;2847
Nutriplant;ON;NUTR3;chemistry;financial_revenue;7593;14040;14226;16170;3438;4684;3813;8488;830;1668;3035;4258;1015;1648;2112;58072;1037;1513;1946
Nutriplant;ON;NUTR3;chemistry;short_term_loans;9650;8920;7998;7786;8305;8733;9520;9531;5879;6201;6369;4031;3607;3585;4504;3550;2840;2371;4221
Nutriplant;ON;NUTR3;chemistry;long_term_loans;3924;3448;4476;4071;3586;3747;2773;3477;6857;6577;6240;8188;8089;7853;8813;8414;5849;6440;4915
Oceanpact;ON;OPCT3;mining;net_revenue;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443215;160747;329603;486044
Oceanpact;ON;OPCT3;mining;cogs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;363399;110064;246050;366449
Oceanpact;ON;OPCT3;mining;investment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3706;4389;5677;4138
Oceanpact;ON;OPCT3;mining;ebitda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103611;0;0;0
Oceanpact;ON;OPCT3;mining;net_cash_flow;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24624;24542;2575
Oceanpact;ON;OPCT3;mining;operational_expenses;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39146;13932;20066;39281
Oceanpact;ON;OPCT3;mining;financial_expenses;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29809;66157;91595;129857
Oceanpact;ON;OPCT3;mining;financial_revenue;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1873;1691;4911;21238
Oceanpact;ON;OPCT3;mining;short_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92821;102157;121720;94769
Oceanpact;ON;OPCT3;mining;long_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;332733;364979;396868;629524
Oderich;PN;ODER4;food_and_beverages;net_revenue;104349;187049;288293;387417;81054;149957;237473;331624;84837;164551;261034;365389;92710;189671;293829;417786;111238;250676;413526
Oderich;PN;ODER4;food_and_beverages;cogs;75432;135748;210089;284223;57274;109156;172488;240130;59396;115910;181568;255683;66690;139271;220610;312472;72059;159597;265115
Oderich;PN;ODER4;food_and_beverages;investment;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
Oderich;PN;ODER4;food_and_beverages;ebitda;0;0;0;63690;0;0;0;41708;0;0;0;43072;0;0;0;0;0;0;0
Oderich;PN;ODER4;food_and_beverages;net_cash_flow;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oderich;PN;ODER4;food_and_beverages;operational_expenses;13934;18112;30604;46911;13823;23968;39220;57155;14053;27694;48392;74270;15646;33993;52698;78472;17315;29974;54317
Oderich;PN;ODER4;food_and_beverages;financial_expenses;21583;39280;46274;59215;11566;20251;27310;35861;8490;22381;37503;49288;14133;18974;35778;46748;34734;59384;78920
Oderich;PN;ODER4;food_and_beverages;financial_revenue;23236;42307;44287;52772;7161;9423;15505;18626;5085;8970;18711;28821;14615;20238;29278;39954;17963;35309;53429
Oderich;PN;ODER4;food_and_beverages;short_term_loans;105602;87772;90304;86066;87552;78469;79576;83045;81614;71352;79789;87522;66248;67109;73021;64779;103067;116460;87286
Oderich;PN;ODER4;food_and_beverages;long_term_loans;53567;39958;38210;30738;26848;20711;17779;14339;18308;32104;32590;41190;36152;25222;38495;44300;44276;38993;42188
Odontoprev;ON;ODPV3;other;net_revenue;329733;668501;1013082;1365039;351461;705758;1065546;1437283;370389;745647;1158568;1591841;453669;901107;1353729;1808926;455062;888020;1318370
Odontoprev;ON;ODPV3;other;cogs;138108;317870;503543;671804;152146;101660;270283;395160;143938;324410;518397;703720;168721;381311;605543;810365;207886;342006;516313
Odontoprev;ON;ODPV3;other;investment;6892;5438;6111;6289;6754;7508;7532;8573;10153;8894;9848;8054;9711;10720;11364;9453;10975;11428;11225
Odontoprev;ON;ODPV3;other;ebitda;314683;303547;292897;289185;287309;512193;535534;584083;604505;401512;409695;397549;424511;431590;419168;407315;377946;465702;516489
Odontoprev;ON;ODPV3;other;net_cash_flow;9406;103367;33025;38558;5915;92613;110610;65200;43511;40135;42064;2683;70526;121356;48450;26206;13688;13930;38662
Odontoprev;ON;ODPV3;other;operational_expenses;97708;198813;301335;411496;107520;229646;341473;466223;114674;230131;363058;506556;148937;300091;456550;612237;141342;269611;403755
Odontoprev;ON;ODPV3;other;financial_expenses;19357;39003;58636;32272;8171;2156;3366;4942;1894;3685;5838;8230;3156;6411;11031;13729;3933;8310;12433
Odontoprev;ON;ODPV3;other;financial_revenue;24407;49532;75404;56000;15672;107015;122965;174439;9026;17612;25856;33709;8012;16856;25667;33129;5913;11469;15951
Odontoprev;ON;ODPV3;other;short_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Odontoprev;ON;ODPV3;other;long_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oi;ON;OIBR3;telecom;net_revenue;6755111;13279240;19673622;25996423;6159556;11998389;17961943;23789654;5668290;11213566;16694936;22060014;5130036;10221381;15222613;20136183;4748523;9292273;13998319
Oi;ON;OIBR3;telecom;cogs;4387403;8260316;12007021;16848707;3997592;7917180;11868865;14986250;3738385;7802767;11744615;15584650;3746620;7733082;11562503;15314814;3665124;7288378;10932661
Oi;ON;OIBR3;telecom;investment;153729;139731;134087;135652;137052;138942;139526;136510;125734;125247;119270;117840;118287;117494;118184;133765;124206;122149;125316
Oi;ON;OIBR3;telecom;ebitda;7548491;7183119;6551777;6376709;6075271;6515641;6476226;2748264;2597257;2692661;2553062;769735;1812443;1713412;659893;5516953;2760831;2325626;4585220
Oi;ON;OIBR3;telecom;net_cash_flow;379628;2706414;2188464;740732;41861;310287;272773;478663;684778;930376;2251;744024;1989418;1527598;779575;711187;1791517;142118;199362
Oi;ON;OIBR3;telecom;operational_expenses;2233877;4527431;6830825;9087661;1958370;3673091;5529998;11164432;1626446;2979692;4524953;11743622;458467;1861631;6232366;7798739;895259;2181956;3498656
Oi;ON;OIBR3;telecom;financial_expenses;2180890;1993724;4091848;4668624;713277;6466065;6837158;10332971;1502619;1483712;3670599;4341595;1552510;2905732;6781150;8772181;9860526;13843494;16804910
Oi;ON;OIBR3;telecom;financial_revenue;278088;713317;1110052;1372241;598014;1370040;1786264;7136459;28676762;30464051;31195560;30950461;1350780;1330321;2829768;2662463;3384553;4240913;4876992
Oi;ON;OIBR3;telecom;short_term_loans;8072438;46610730;48220800;48086287;48203025;51825346;51721877;54515233;98103;298816;500291;672894;129213;319006;138842;326388;179380;453899;194891
Oi;ON;OIBR3;telecom;long_term_loans;43566394;0;0;0;0;0;0;0;13436017;14921642;15636164;15777012;16255780;16555017;17766446;17900361;24261610;25661284;26733922
Omega Ger;ON;OMGE3;other;net_revenue;31826;73202;124373;194982;61887;135996;289347;546114;179652;367678;535513;742023;198054;398768;683658;1014375;192873;394414;708861
Omega Ger;ON;OMGE3;other;cogs;15505;33134;70398;117356;35369;108163;219958;345328;131417;267202;341474;441737;154914;306271;444864;616958;176803;329956;495264
Omega Ger;ON;OMGE3;other;investment;30452;31684;33041;33164;35374;36109;36616;29286;30376;30733;30036;490142;494978;496762;504589;460219;458847;469894;474431
Omega Ger;ON;OMGE3;other;ebitda;71427;82521;89615;100346;110981;95148;117915;291860;327153;387979;456080;393191;399771;414450;499717;573241;620811;644088;646804
Omega Ger;ON;OMGE3;other;net_cash_flow;9316;13996;20804;17759;17023;8477;42375;276634;33092;27819;29856;0;17644;17373;90797;62330;110184;8763;32092
Omega Ger;ON;OMGE3;other;operational_expenses;764;6764;3614;6813;322;5087;12628;31916;9295;21445;29821;27411;3100;8245;8146;11299;48168;44021;35184
Omega Ger;ON;OMGE3;other;financial_expenses;10546;21110;32136;43051;9739;35322;59660;119202;56942;115922;169786;224266;62934;133383;239469;344961;110656;185451;286244
Omega Ger;ON;OMGE3;other;financial_revenue;1548;3670;5265;7355;1652;3756;10672;18380;5907;12108;18844;26874;4018;8767;13923;24662;6191;11119;16293
Omega Ger;ON;OMGE3;other;short_term_loans;34206;34029;34085;34352;32537;125051;65590;135480;134152;143878;146217;107868;132623;188303;205378;198600;247001;220979;250006
Omega Ger;ON;OMGE3;other;long_term_loans;301522;295214;288708;281955;277068;678717;669938;1747249;1768525;1766834;2015154;2001142;2301160;3819429;3861155;3805408;4227468;4184057;4375185
Opport Energ;ON;OPHE3B;other;net_revenue;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Opport Energ;ON;OPHE3B;other;cogs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Opport Energ;ON;OPHE3B;other;investment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Opport Energ;ON;OPHE3B;other;ebitda;4591;5141;1104;1600;2290;3009;3410;123;143;167;159;156;189;170;164;167;175;202;205
Opport Energ;ON;OPHE3B;other;net_cash_flow;21;13;19;27;7;35;24;20;49;49;22;19;42;54;16;21;82;56;24
Opport Energ;ON;OPHE3B;other;operational_expenses;725;1473;1908;1600;35;64;98;123;55;108;134;156;88;122;142;167;96;157;180
Opport Energ;ON;OPHE3B;other;financial_expenses;9182;18704;21701;35771;5549;15633;19072;30297;11597;48152;75127;87487;18478;23744;52547;68471;77970;97840;127673
Opport Energ;ON;OPHE3B;other;financial_revenue;31351;63445;63463;72060;10403;17312;28745;29708;9308;9314;24535;43520;14870;22467;26969;54085;3;48;17956
Opport Energ;ON;OPHE3B;other;short_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Opport Energ;ON;OPHE3B;other;long_term_loans;216726;196150;199147;200760;0;0;0;207562;209626;244529;255590;249034;252262;249819;260746;253733;328960;347997;359440
Orizon;ON;ORVR3;electrical_energy;net_revenue;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;348153;91509;191345;288950
Orizon;ON;ORVR3;electrical_energy;cogs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241687;57894;124985;185798
Orizon;ON;ORVR3;electrical_energy;investment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Orizon;ON;ORVR3;electrical_energy;ebitda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32344;0;0;0
Orizon;ON;ORVR3;electrical_energy;net_cash_flow;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6558;7298;9932
